Date,Service,Departure station,Arrival station,Average journey time,Number of scheduled trains,Number of cancelled trains,Cancellation comments,Number of trains delayed at departure,Average delay of late trains at departure,Average delay of all trains at departure,Departure delay comments,Number of trains delayed at arrival,Average delay of late trains at arrival,Average delay of all trains at arrival,Arrival delay comments,Number of trains delayed > 15min,Average delay of trains > 15min (if competing with flights),Number of trains delayed > 30min,Number of trains delayed > 60min,Pct delay due to external causes,Pct delay due to infrastructure,Pct delay due to traffic management,Pct delay due to rolling stock,Pct delay due to station management and equipment reuse,"Pct delay due to passenger handling (crowding, disabled persons, connections)",Year,Month,Delay category,Rate Cancel train,Rate delay train,Go to Paris
2020-01-01,NATIONAL,PARIS EST,REIMS,46.0,179.0,10.0,,140.0,1.573214286,1.261143984,,13.0,13.61282051,1.390927022,,3.0,26.15,1.0,0.0,15.38461538,23.07692308,30.76923077,0.0,30.76923077,0.0,2020,January,Minimum delay,5.58659217877095,7.262569832402235,False
2020-01-01,NATIONAL,LILLE,LYON PART DIEU,186.0,211.0,18.0,,145.0,5.826091954,4.296804836,,40.0,28.2925,7.975993092,,30.0,33.67111111,12.0,3.0,17.94871795,38.46153846,7.692307692,20.51282051,12.82051282,2.564102564,2020,January,Minimum delay,8.530805687203792,18.95734597156398,False
2020-01-01,NATIONAL,MARSEILLE ST CHARLES,TOURCOING,294.0,28.0,1.0,,10.0,7.89,2.696296296,,6.0,38.33333333,12.18518519,,6.0,38.33333333,3.0,1.0,16.66666667,16.66666667,16.66666667,16.66666667,33.33333333,0.0,2020,January,Minimum delay,3.571428571428571,21.428571428571427,False
2020-01-01,NATIONAL,TOURCOING,BORDEAUX ST JEAN,300.0,15.0,1.0,,6.0,2.480555556,1.063095238,,4.0,20.05833333,10.89761905,,4.0,20.05833333,0.0,0.0,0.0,75.0,25.0,0.0,0.0,0.0,2020,January,Minimum delay,6.666666666666667,26.666666666666668,False
2020-01-01,NATIONAL,PARIS LYON,MONTPELLIER,210.0,180.0,7.0,,81.0,3.785596708,1.511849711,,23.0,44.02391304,7.276782274,,23.0,44.02391304,10.0,4.0,21.73913043,21.73913043,4.347826087,47.82608696,4.347826087,0.0,2020,January,Minimum delay,3.888888888888889,12.777777777777777,False
2020-01-01,NATIONAL,NICE VILLE,PARIS LYON,359.0,132.0,5.0,,121.0,2.57369146,2.432545932,,8.0,36.68333333,2.574409449,,8.0,36.68333333,5.0,0.0,25.0,25.0,37.5,0.0,0.0,12.5,2020,January,Minimum delay,3.787878787878788,6.0606060606060606,True
2020-01-01,NATIONAL,LYON PART DIEU,MARSEILLE ST CHARLES,105.0,306.0,19.0,,232.0,5.852514368,4.681126597,,44.0,29.31969697,5.877584204,,32.0,35.76666667,14.0,7.0,25.0,18.18181818,34.09090909,11.36363636,9.090909091,2.272727273,2020,January,Minimum delay,6.209150326797386,14.37908496732026,False
2020-01-01,NATIONAL,MONTPELLIER,LYON PART DIEU,118.0,111.0,9.0,,97.0,3.45395189,3.276797386,,15.0,45.13333333,7.805882353,,11.0,56.67272727,7.0,4.0,40.0,26.66666667,13.33333333,13.33333333,6.666666667,0.0,2020,January,Minimum delay,8.108108108108109,13.513513513513514,False
2020-01-01,INTERNATIONAL,PARIS LYON,ITALIE,401.0,77.0,4.0,,30.0,2.761666667,0.874429224,,11.0,50.36363636,7.726940639,,11.0,50.36363636,5.0,3.0,33.33333333,22.22222222,22.22222222,22.22222222,0.0,0.0,2020,January,Minimum delay,5.194805194805195,14.285714285714285,False
2020-01-01,INTERNATIONAL,PARIS LYON,ZURICH,199.0,148.0,7.0,,76.0,7.571491228,3.856382979,,24.0,42.52569444,9.922695035,,23.0,42.79027778,13.0,5.0,11.76470588,52.94117647,11.76470588,17.64705882,0.0,5.882352941,2020,January,Minimum delay,4.72972972972973,16.216216216216218,False
2020-01-01,INTERNATIONAL,ZURICH,PARIS LYON,206.0,164.0,6.0,,156.0,2.107264957,2.075421941,,20.0,24.74583333,4.730168776,,17.0,27.94736842,4.0,1.0,25.0,20.0,30.0,0.0,15.0,10.0,2020,January,Minimum delay,3.6585365853658534,12.195121951219512,True
2020-01-01,INTERNATIONAL,MARSEILLE ST CHARLES,MADRID,322.0,22.0,1.0,,10.0,4.046666667,1.913492063,Non communiqué,3.0,36.53333333,4.028571429,,3.0,36.53333333,2.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,2020,January,Minimum delay,4.545454545454546,13.636363636363635,False
2020-01-01,NATIONAL,PARIS MONTPARNASSE,LE MANS,55.0,394.0,24.0,NC,262.0,4.080597964,2.736756757,,49.0,19.44421769,2.863738739,,21.0,34.61904762,12.0,2.0,13.04347826,17.39130435,30.43478261,28.26086957,4.347826087,6.52173913,2020,January,Minimum delay,6.091370558375635,12.436548223350254,False
2020-01-01,NATIONAL,LE MANS,PARIS MONTPARNASSE,99.37,361.0,14.0,,287.0,5.160569106,4.16037464,,106.0,15.56792453,5.211479347,,28.0,35.91190476,12.0,3.0,11.9047619,33.33333333,29.76190476,11.9047619,3.571428571,9.523809524,2020,January,Minimum delay,3.8781163434903045,29.362880886426595,True
2020-01-01,NATIONAL,STRASBOURG,NANTES,339.0,22.0,2.0,,18.0,2.766666667,2.474166667,,1.0,44.11666667,1.413333333,,1.0,44.11666667,1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,2020,January,Minimum delay,9.090909090909092,4.545454545454546,False
2020-01-01,NATIONAL,PARIS NORD,ARRAS,49.0,281.0,27.0,,237.0,5.266455696,4.894947507,,62.0,14.46209677,4.434448819,,19.0,30.83421053,7.0,1.0,12.28070175,29.8245614,31.58,15.78947368,10.52631579,0.0,2020,January,Minimum delay,9.608540925266903,22.064056939501782,False
2020-01-01,NATIONAL,PARIS LYON,PERPIGNAN,308.0,136.0,8.0,,69.0,4.353381643,2.168098958,,20.0,55.16666667,7.489713542,,20.0,55.16666667,12.0,5.0,20.0,15.0,20.0,40.0,5.0,0.0,2020,January,Minimum delay,5.88235294117647,14.705882352941178,False
2020-01-01,NATIONAL,SAINT ETIENNE CHATEAUCREUX,PARIS LYON,167.0,59.0,4.0,,35.0,56.01428571,35.58363636,,10.0,19.62,4.863939394,,4.0,31.0625,2.0,0.0,0.0,30.0,50.0,10.0,10.0,0.0,2020,January,Minimum delay,6.779661016949152,16.94915254237288,True
2020-01-01,NATIONAL,PARIS LYON,VALENCE ALIXAN TGV,135.0,254.0,14.0,,119.0,3.860504202,1.713194444,NC,19.0,25.80526316,2.189097222,,13.0,32.01538462,4.0,2.0,5.263157895,10.52631579,15.78947368,57.89473684,10.52631579,0.0,2020,January,Minimum delay,5.511811023622047,7.480314960629922,False
2020-01-01,NATIONAL,BREST,PARIS MONTPARNASSE,228.0,215.0,12.0,,121.0,1.812396694,1.070032841,,19.0,44.55,6.413136289,,19.0,44.55,8.0,4.0,21.05263158,42.10526316,5.263157895,10.52631579,10.52631579,10.52631579,2020,January,Minimum delay,5.5813953488372094,8.837209302325581,True
2020-01-01,NATIONAL,LA ROCHELLE VILLE,PARIS MONTPARNASSE,163.0,152.0,13.0,,68.0,1.429656863,0.699160671,,17.0,21.38333333,4.321822542,,10.0,27.455,3.0,0.0,6.25,50.0,31.25,12.5,0.0,0.0,2020,January,Minimum delay,8.552631578947368,11.18421052631579,True
2020-01-01,NATIONAL,TOULOUSE MATABIAU,PARIS MONTPARNASSE,269.0,131.0,7.0,,71.0,17.23403756,9.640725806,,21.0,71.48730159,15.42419355,,21.0,71.48730159,9.0,5.0,19.04761905,71.42857143,4.761904762,4.761904762,0.0,0.0,2020,January,Low delay,5.343511450381679,16.030534351145036,True
2020-01-01,NATIONAL,PARIS MONTPARNASSE,TOURS,72.0,141.0,11.0,,85.0,4.942745098,2.996410256,,23.0,13.85072464,3.300512821,,7.0,24.00714286,1.0,0.0,5.0,15.0,65.0,5.0,5.0,5.0,2020,January,Minimum delay,7.801418439716312,16.312056737588655,False
2020-01-01,NATIONAL,PARIS NORD,DUNKERQUE,129.0,154.0,8.0,,139.0,4.218105516,4.000228311,,15.0,29.8,3.191780822,-,11.0,36.27272727,6.0,1.0,40.0,13.33333333,20.0,20.0,6.666666667,0.0,2020,January,Minimum delay,5.194805194805195,9.740259740259742,False
2020-01-01,NATIONAL,PARIS LYON,AIX EN PROVENCE TGV,188.0,341.0,7.0,,116.0,4.584770115,1.297904192,,25.0,41.01466667,4.650548902,,25.0,41.01466667,12.0,3.0,52.0,4.0,4.0,28.0,8.0,4.0,2020,January,Minimum delay,2.0527859237536656,7.331378299120235,False
2020-01-01,NATIONAL,PARIS LYON,DIJON VILLE,98.0,315.0,22.0,-,134.0,3.04079602,1.197155859,,21.0,23.39126984,1.762571104,,15.0,27.81222222,5.0,0.0,14.28571429,19.04761905,9.523809524,47.61904762,9.523809524,0.0,2020,January,Minimum delay,6.984126984126984,6.666666666666667,False
2020-01-01,NATIONAL,PARIS LYON,NICE VILLE,360.0,133.0,6.0,,37.0,6.888738739,1.613648294,,12.0,40.41527778,4.642913386,,12.0,40.41527778,9.0,2.0,25.0,16.66666667,16.66666667,33.33333333,8.333333333,0.0,2020,January,Minimum delay,4.511278195488721,9.022556390977442,False
2020-01-01,NATIONAL,NIMES,PARIS LYON,179.0,186.0,9.0,,122.0,11.79439891,8.04952919,,43.0,45.2244186,10.7653484,,39.0,48.65470085,19.0,11.0,30.95238095,23.80952381,11.9047619,23.80952381,7.142857143,2.380952381,2020,January,Minimum delay,4.838709677419355,23.118279569892472,True
2020-01-01,NATIONAL,VALENCE ALIXAN TGV,PARIS LYON,134.0,267.0,13.0,,206.0,10.55841424,8.500787402,,50.0,41.53733333,7.873228346,,41.0,48.10121951,17.0,9.0,28.0,20.0,22.0,20.0,8.0,2.0,2020,January,Minimum delay,4.868913857677903,18.726591760299627,True
2020-01-01,INTERNATIONAL,PARIS LYON,LAUSANNE,201.0,137.0,5.0,,56.0,5.05625,1.957070707,,20.0,44.58333333,8.973106061,,19.0,49.28055556,11.0,3.0,27.77777778,16.66666667,11.11111111,33.33333333,11.11111111,0.0,2020,January,Minimum delay,3.64963503649635,14.5985401459854,False
2020-02-01,NATIONAL,PARIS MONTPARNASSE,ANGOULEME,127.0,293.0,4.0,,209.0,2.535645933,1.681257209,,21.0,25.09761905,3.147520185,,14.0,31.325,4.0,2.0,14.28571429,38.0952381,33.33333333,0.0,14.28571429,0.0,2020,February,Minimum delay,1.3651877133105803,7.167235494880546,False
2020-02-01,NATIONAL,PARIS MONTPARNASSE,BORDEAUX ST JEAN,147.0,716.0,6.0,,562.0,2.628410439,1.973075117,,56.0,21.6172619,2.226666667,,32.0,28.66197917,8.0,3.0,21.81818182,49.09090909,14.54545455,5.454545455,9.090909091,0.0,2020,February,Minimum delay,0.8379888268156425,7.82122905027933,False
2020-02-01,NATIONAL,ST MALO,PARIS MONTPARNASSE,158.0,85.0,3.0,,73.0,1.569178082,1.371747967,,10.0,18.33333333,3.547357724,NC,6.0,22.79166667,1.0,0.0,40.0,10.0,10.0,20.0,20.0,0.0,2020,February,Minimum delay,3.5294117647058822,11.76470588235294,True
2020-02-01,NATIONAL,METZ,PARIS EST,86.0,288.0,2.0,,207.0,4.801288245,3.415909091,,58.0,19.39885057,4.737995338,,23.0,35.35434783,9.0,1.0,15.09433962,20.75471698,43.39622642,13.20754717,5.660377358,1.886792453,2020,February,Minimum delay,0.6944444444444444,20.13888888888889,True
2020-02-01,NATIONAL,ARRAS,PARIS NORD,62.0,254.0,12.0,-,201.0,3.852736318,3.15392562,,66.0,12.80505051,3.435950413,,18.0,28.06078431,7.0,0.0,13.63636364,62.12121212,13.63636364,1.515151515,6.060606061,3.03030303,2020,February,Minimum delay,4.724409448818897,25.984251968503933,True
2020-02-01,NATIONAL,PARIS NORD,DOUAI,71.0,121.0,2.0,,116.0,2.270833333,2.206582633,,41.0,12.78170732,4.985154062,,10.0,29.425,1.0,1.0,9.756097561,36.58536585,26.82926829,14.63414634,9.756097561,2.43902439,2020,February,Minimum delay,1.6528925619834711,33.88429752066116,False
2020-02-01,NATIONAL,LILLE,LYON PART DIEU,187.0,262.0,2.0,,210.0,5.118253968,4.086794872,,71.0,24.24366197,8.544871795,,62.0,25.92,13.0,2.0,9.85915493,50.70422535,11.26760563,8.450704225,18.30985915,1.408450704,2020,February,Minimum delay,0.7633587786259541,27.099236641221374,False
2020-02-01,NATIONAL,MARSEILLE ST CHARLES,TOURCOING,294.0,28.0,0.0,,8.0,8.897916667,2.207738095,,7.0,25.85714286,10.28571429,,7.0,25.85714286,3.0,0.0,57.14285714,14.28571429,0.0,28.57142857,0.0,0.0,2020,February,Minimum delay,0.0,25.0,False
2020-02-01,NATIONAL,MARNE LA VALLEE,LYON PART DIEU,108.0,317.0,2.0,,313.0,9.233120341,9.173227513,,90.0,22.8362963,7.804761905,,65.0,26.80307692,16.0,2.0,7.865168539,57.30337079,12.35955056,6.741573034,14.60674157,1.123595506,2020,February,Minimum delay,0.6309148264984227,28.391167192429023,False
2020-02-01,NATIONAL,MARSEILLE ST CHARLES,MARNE LA VALLEE,210.0,229.0,3.0,,83.0,5.310441767,1.648967552,,29.0,32.30229885,6.062758112,,29.0,32.30229885,5.0,3.0,34.48275862,3.448275862,37.93103448,20.68965517,3.448275862,0.0,2020,February,Minimum delay,1.3100436681222707,12.663755458515283,False
2020-02-01,NATIONAL,PARIS LYON,BELLEGARDE (AIN),163.0,250.0,3.0,,113.0,8.657817109,5.77,,23.0,36.02463768,5.29682861,,19.0,40.95350877,10.0,5.0,8.695652174,39.13043478,0.0,52.17391304,0.0,0.0,2020,February,Minimum delay,1.2,9.2,False
2020-02-01,NATIONAL,BELLEGARDE (AIN),PARIS LYON,164.0,244.0,3.0,,185.0,2.854684685,2.127939142,,16.0,25.59479167,1.894190871,,8.0,37.70416667,4.0,1.0,6.25,25.0,25.0,12.5,18.75,12.5,2020,February,Minimum delay,1.2295081967213115,6.557377049180328,True
2020-02-01,NATIONAL,PARIS LYON,BESANCON FRANCHE COMTE TGV,129.0,155.0,3.0,,71.0,3.386619718,1.429057018,,12.0,46.62361111,4.848903509,,8.0,63.29166667,5.0,3.0,8.333333333,50.0,8.333333333,16.66666667,8.333333333,8.333333333,2020,February,Minimum delay,1.935483870967742,7.741935483870968,False
2020-02-01,NATIONAL,PARIS LYON,GRENOBLE,185.0,213.0,0.0,,84.0,6.822222222,2.43114241,,22.0,47.56818182,4.598591549,,22.0,47.56818182,12.0,6.0,36.36363636,27.27272727,9.090909091,27.27272727,0.0,0.0,2020,February,Minimum delay,0.0,10.328638497652582,False
2020-02-01,NATIONAL,MARSEILLE ST CHARLES,LYON PART DIEU,105.0,380.0,6.0,,191.0,4.135514834,1.950222816,,33.0,24.48737374,2.986809269,,19.0,33.59210526,7.0,3.0,30.3030303,6.060606061,36.36363636,24.24242424,0.0,3.03030303,2020,February,Minimum delay,1.5789473684210527,8.68421052631579,False
2020-02-01,NATIONAL,PARIS MONTPARNASSE,LAVAL,83.0,226.0,2.0,,151.0,3.938300221,2.493675595,,34.0,25.28823529,4.389657738,,11.0,60.78636364,9.0,4.0,19.35483871,16.12903226,38.70967742,19.35483871,3.225806452,3.225806452,2020,February,Minimum delay,0.8849557522123894,15.04424778761062,False
2020-02-01,NATIONAL,STRASBOURG,PARIS EST,116.0,488.0,12.0,,391.0,6.014620631,4.902170868,,66.0,34.43737374,5.832212885,,41.0,47.90121951,16.0,8.0,34.84848485,16.66666667,25.75757576,16.66666667,4.545454545,1.515151515,2020,February,Minimum delay,2.459016393442623,13.524590163934427,True
2020-02-01,NATIONAL,LYON PART DIEU,LILLE,190.0,197.0,2.0,,166.0,6.526807229,5.535384615,,43.0,22.64612403,7.503760684,,31.0,29.41444444,7.0,2.0,18.60465116,27.90697674,37.20930233,6.976744186,4.651162791,4.651162791,2020,February,Minimum delay,1.015228426395939,21.82741116751269,False
2020-02-01,NATIONAL,CHAMBERY CHALLES LES EAUX,PARIS LYON,189.0,252.0,1.0,,201.0,9.044776119,6.912549801,,65.0,24.91666667,7.652124834,,48.0,29.546875,17.0,3.0,12.30769231,18.46153846,52.30769231,6.153846154,6.153846154,4.615384615,2020,February,Minimum delay,0.3968253968253968,25.793650793650798,True
2020-02-01,NATIONAL,PARIS LYON,MACON LOCHE,94.0,208.0,2.0,,105.0,3.041111111,1.313673139,,25.0,18.41066667,4.019093851,,10.0,33.15666667,5.0,1.0,14.28571429,33.33333333,28.57142857,23.80952381,0.0,0.0,2020,February,Minimum delay,0.9615384615384616,12.01923076923077,False
2020-02-01,NATIONAL,MARSEILLE ST CHARLES,PARIS LYON,200.0,441.0,1.0,,205.0,6.889918699,2.955984848,Non communiqué,31.0,34.47204301,2.979469697,,31.0,34.47204301,15.0,3.0,29.03225806,38.70967742,12.90322581,16.12903226,0.0,3.225806452,2020,February,Minimum delay,0.22675736961451248,7.029478458049887,True
2020-02-01,NATIONAL,PARIS LYON,PERPIGNAN,308.0,178.0,0.0,,96.0,4.168229167,2.072659176,,12.0,35.52083333,0.23164794,,12.0,35.52083333,8.0,1.0,16.66666667,33.33333333,16.66666667,33.33333333,0.0,0.0,2020,February,Minimum delay,0.0,6.741573033707865,False
2020-02-01,NATIONAL,PARIS LYON,TOULON,246.0,205.0,1.0,,94.0,6.206028369,2.625898693,,32.0,35.04583333,8.227859477,,32.0,35.04583333,16.0,4.0,12.5,21.875,21.875,34.375,6.25,3.125,2020,February,Minimum delay,0.4878048780487805,15.609756097560975,False
2020-02-01,NATIONAL,PARIS MONTPARNASSE,QUIMPER,223.0,216.0,2.0,,182.0,3.173443223,2.600545171,,16.0,91.3125,7.691588785,,16.0,91.3125,11.0,7.0,62.5,18.75,6.25,0.0,12.5,0.0,2020,February,Minimum delay,0.9259259259259258,7.4074074074074066,False
2020-02-01,NATIONAL,LYON PART DIEU,RENNES,236.0,79.0,1.0,,52.0,7.138782051,4.711538462,,14.0,43.57142857,10.25961538,,14.0,43.57142857,7.0,3.0,14.28571429,42.85714286,14.28571429,21.42857143,0.0,7.142857143,2020,February,Minimum delay,1.2658227848101267,17.72151898734177,False
2020-02-01,NATIONAL,PARIS NORD,ARRAS,48.0,256.0,7.0,,239.0,2.156136681,2.05729585,,61.0,10.71229508,3.74832664,,10.0,25.92166667,3.0,0.0,18.96551724,34.48,25.86206897,10.34482759,8.620689655,1.724137931,2020,February,Minimum delay,2.734375,23.828125,False
2020-02-01,INTERNATIONAL,STUTTGART,PARIS EST,173.0,143.0,6.0,,133.0,6.43245614,6.218004866,,16.0,35.59583333,6.959002433,,16.0,41.64814815,10.0,3.0,18.75,12.5,43.75,25.0,0.0,0.0,2020,February,Minimum delay,4.195804195804196,11.188811188811188,True
2020-02-01,INTERNATIONAL,ZURICH,PARIS LYON,223.0,190.0,4.0,,185.0,2.853963964,2.83655914,,16.0,34.86875,4.79265233,,16.0,37.64242424,8.0,3.0,31.25,12.5,25.0,18.75,6.25,6.25,2020,February,Minimum delay,2.1052631578947367,8.421052631578947,True
2020-02-01,INTERNATIONAL,MARSEILLE ST CHARLES,MADRID,391.0,29.0,0.0,,22.0,0.440909091,0.317241379,,2.0,29.5,2.291954023,,2.0,29.5,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,2020,February,Minimum delay,0.0,6.896551724137931,False
2020-02-01,NATIONAL,PARIS MONTPARNASSE,ANGERS SAINT LAUD,99.0,416.0,5.0,,317.0,2.756940063,2.011962693,,27.0,29.96604938,0.781224655,,21.0,35.85238095,9.0,3.0,29.62962963,29.62962963,18.51851852,18.51851852,3.703703704,0.0,2020,February,Minimum delay,1.201923076923077,6.490384615384616,False
2020-02-01,NATIONAL,PARIS MONTPARNASSE,LE MANS,55.0,443.0,4.0,,331.0,4.482578046,3.256492027,,50.0,22.25733333,2.822703113,,17.0,50.36568627,10.0,4.0,15.2173913,21.73913043,39.13043478,21.73913043,2.173913043,0.0,2020,February,Minimum delay,0.9029345372460496,11.286681715575622,False
2020-02-01,NATIONAL,POITIERS,PARIS MONTPARNASSE,96.0,367.0,2.0,,201.0,3.752072968,1.886986301,,54.0,12.07592593,2.697945205,,10.0,29.80833333,5.0,0.0,22.91666667,31.25,37.5,8.333333333,0.0,0.0,2020,February,Minimum delay,0.544959128065395,14.713896457765669,True
2020-02-01,NATIONAL,ST PIERRE DES CORPS,PARIS MONTPARNASSE,62.0,386.0,1.0,,327.0,2.522426096,2.113852814,,57.0,11.80818713,2.172424242,,6.0,45.69444444,2.0,1.0,4.081632653,22.44897959,57.14285714,8.163265306,2.040816327,6.12244898,2020,February,Minimum delay,0.2590673575129534,14.766839378238341,True
2020-02-01,NATIONAL,TOULOUSE MATABIAU,PARIS MONTPARNASSE,271.0,168.0,2.0,,95.0,4.343859649,2.277710843,,23.0,45.45724638,6.530823293,,23.0,45.45724638,14.0,4.0,34.7826087,34.7826087,4.347826087,21.73913043,0.0,4.347826087,2020,February,Minimum delay,1.1904761904761905,13.690476190476192,True
2020-02-01,NATIONAL,TOURS,PARIS MONTPARNASSE,76.0,171.0,1.0,,88.0,0.878598485,0.34872549,,30.0,7.851666667,2.366078431,,0.0,0.0,0.0,0.0,0.0,17.39130435,73.91304348,8.695652174,0.0,0.0,2020,February,Minimum delay,0.5847953216374269,17.543859649122805,True
2020-02-01,NATIONAL,PARIS EST,METZ,84.0,303.0,4.0,,240.0,8.962777778,6.990523969,,28.0,19.57619048,1.866332219,,12.0,33.58333333,6.0,1.0,14.28571429,10.71428571,32.14285714,28.57142857,14.28571429,0.0,2020,February,Minimum delay,1.3201320132013201,9.24092409240924,False
2020-02-01,NATIONAL,NANTES,STRASBOURG,308.0,38.0,0.0,,23.0,0.855072464,0.375877193,,8.0,72.68958333,16.82105263,,8.0,72.68958333,5.0,2.0,37.5,25.0,37.5,0.0,0.0,0.0,2020,February,Low delay,0.0,21.052631578947366,False
2020-02-01,NATIONAL,DUNKERQUE,PARIS NORD,139.0,143.0,1.0,,9.0,7.333333333,0.464788732,,14.0,22.05952381,4.194483568,,10.0,26.13166667,3.0,0.0,28.57142857,42.85714286,21.42857143,7.142857143,0.0,0.0,2020,February,Minimum delay,0.6993006993006993,9.79020979020979,True
2020-02-01,NATIONAL,AIX EN PROVENCE TGV,PARIS LYON,188.0,352.0,2.0,,337.0,3.740108803,3.590190476,,21.0,45.97460317,3.206,,21.0,45.97460317,12.0,4.0,19.04761905,42.85714286,14.28571429,19.04761905,4.761904762,0.0,2020,February,Minimum delay,0.5681818181818182,5.965909090909091,True
2020-02-01,NATIONAL,ANNECY,PARIS LYON,228.0,144.0,1.0,,37.0,9.650900901,2.494755245,,26.0,25.21153846,7.025291375,,26.0,25.21153846,8.0,0.0,15.38461538,19.23076923,57.69230769,7.692307692,0.0,0.0,2020,February,Minimum delay,0.6944444444444444,18.055555555555554,True
2020-02-01,NATIONAL,PARIS LYON,LYON PART DIEU,120.0,595.0,2.0,,241.0,4.023098202,1.341146712,,41.0,30.19390244,1.973046655,,27.0,39.31604938,13.0,4.0,26.829,34.14634146,7.317073171,26.82926829,2.43902439,2.43902439,2020,February,Minimum delay,0.33613445378151263,6.890756302521009,False
2020-02-01,NATIONAL,PARIS LYON,MARSEILLE ST CHARLES,200.0,503.0,1.0,,209.0,6.13676236,2.294621514,,45.0,37.82888889,4.739143426,,45.0,37.82888889,24.0,3.0,20.0,28.88888889,4.444444444,40.0,0.0,6.666666667,2020,February,Minimum delay,0.19880715705765406,8.946322067594433,False
2020-02-01,NATIONAL,MONTPELLIER,PARIS LYON,208.0,192.0,0.0,,160.0,5.414791667,4.48203125,,26.0,33.84871795,5.784027778,,26.0,33.84871795,12.0,2.0,19.23076923,38.46153846,11.53846154,19.23076923,7.692307692,3.846153846,2020,February,Minimum delay,0.0,13.541666666666666,True
2020-02-01,NATIONAL,PARIS LYON,NIMES,180.0,178.0,0.0,,76.0,6.167763158,2.374906367,,16.0,29.534375,4.713670412,,12.0,35.32916667,6.0,2.0,37.5,25.0,0.0,25.0,6.25,6.25,2020,February,Minimum delay,0.0,8.98876404494382,False
2020-02-01,NATIONAL,SAINT ETIENNE CHATEAUCREUX,PARIS LYON,167.0,91.0,1.0,,54.0,0.500308642,0.233148148,,8.0,23.52708333,3.46,,3.0,40.83333333,1.0,1.0,12.5,50.0,37.5,0.0,0.0,0.0,2020,February,Minimum delay,1.098901098901099,8.791208791208792,True
2020-02-01,INTERNATIONAL,ITALIE,PARIS LYON,451.0,88.0,0.0,,86.0,2.994186047,2.903409091,,23.0,25.4673913,11.61912879,,23.0,29.93,9.0,0.0,26.08695652,13.04347826,52.17391304,8.695652174,0.0,0.0,2020,February,Minimum delay,0.0,26.136363636363637,True
2020-02-01,INTERNATIONAL,PARIS LYON,LAUSANNE,197.0,175.0,4.0,,83.0,8.547991968,3.973489279,,21.0,56.01904762,8.395808967,,18.0,63.50925926,10.0,6.0,10.0,40.0,10.0,35.0,5.0,0.0,2020,February,Minimum delay,2.2857142857142856,12.0,False
2020-02-01,NATIONAL,PARIS MONTPARNASSE,BREST,222.0,242.0,1.0,,191.0,3.668411867,2.776210235,,19.0,98.57894737,8.460580913,,19.0,169.77,9.0,7.0,52.63157895,15.78947368,21.05263158,0.0,10.52631579,0.0,2020,February,Minimum delay,0.4132231404958678,7.851239669421488,False
2020-02-01,NATIONAL,NANTES,PARIS MONTPARNASSE,139.0,523.0,8.0,,255.0,3.19248366,1.16592233,,48.0,31.56805556,3.982038835,,37.0,37.27207207,19.0,5.0,27.65957447,38.29787234,21.27659574,12.76595745,0.0,0.0,2020,February,Minimum delay,1.5296367112810707,9.177820267686425,True
2020-02-01,NATIONAL,PARIS MONTPARNASSE,TOULOUSE MATABIAU,266.0,161.0,1.0,,136.0,3.589828431,2.972708333,,17.0,47.01372549,6.0434375,,17.0,47.01372549,8.0,4.0,47.05882353,35.29411765,11.76470588,0.0,5.882352941,0.0,2020,February,Minimum delay,0.6211180124223602,10.559006211180124,False
2020-02-01,NATIONAL,PARIS MONTPARNASSE,VANNES,155.0,198.0,2.0,,167.0,3.409181637,2.807057823,,26.0,51.80769231,7.943877551,,17.0,72.61764706,11.0,7.0,57.69230769,15.38461538,7.692307692,3.846153846,11.53846154,3.846153846,2020,February,Minimum delay,1.0101010101010102,13.131313131313133,False
2020-02-01,NATIONAL,RENNES,LYON PART DIEU,232.0,81.0,0.0,,61.0,3.780601093,2.788477366,,6.0,103.5361111,7.483127572,,6.0,103.5361111,6.0,3.0,40.0,20.0,0.0,20.0,0.0,20.0,2020,February,Minimum delay,0.0,7.4074074074074066,False
2020-02-01,NATIONAL,REIMS,PARIS EST,46.0,218.0,3.0,,144.0,2.014699074,1.189147287,,33.0,12.93636364,5.08,,9.0,23.99074074,2.0,0.0,10.0,40.0,20.0,16.66666667,10.0,3.333333333,2020,February,Minimum delay,1.3761467889908259,15.137614678899084,True
